total_return,annualized_return,annualized_volatility,max_drawdown,sharpe_ratio,calmar_ratio,sortino_ratio,win_rate,max_drawdown_duration,return_skewness,days,final_equity,topn,turnover_estimate,tradability_pass_rate
0.15244592436596416,0.017586007214191124,0.3355570671546088,-0.504363304723522,-0.036995176084576684,0.034867737302639985,-0.049349510538837724,0.4904924427108727,1644.0,-0.4023409038215038,2051.0,1152445.9243659643,6,0.5962783171521039,1.0
