total_return,annualized_return,annualized_volatility,max_drawdown,sharpe_ratio,days,final_equity,topn
8.654322224985858,1.7201211702737593,0.2526862607407446,-0.18233028481683922,6.688615223159359,571.0,9654322.224985858,6
